GeneName,ComparisonName,Log2FoldChange,PValue,AdjustedPValue
ENSG00000228397,RNA_M12e2.vs.RNA_M12WT,1.535016811,0.00329994,0.03416664
ENSG00000218510,RNA_M12e2.vs.RNA_M12WT,-0.028973093,0.805254789,0.897647271
ENSG00000070831,RNA_M12e2.vs.RNA_M12WT,-0.078781428,0.371703859,0.586151572
ENSG00000162552,RNA_M12e2.vs.RNA_M12WT,-0.257725947,0.620385129,0.782342493
ENSG00000234397,RNA_M12e2.vs.RNA_M12WT,-0.021290349,0.966385961,0.984669013
ENSG00000184677,RNA_M12e2.vs.RNA_M12WT,0.339615528,0.007819871,0.057882214
ENSG00000133216,RNA_M12e2.vs.RNA_M12WT,0.191974438,0.199407151,0.40849323
ENSG00000272796,RNA_M12e2.vs.RNA_M12WT,0.170150063,0.625143948,0.785423609
ENSG00000004487,RNA_M12e2.vs.RNA_M12WT,-0.107058156,0.253363484,0.470235405
ENSG00000169641,RNA_M12e2.vs.RNA_M12WT,0.176392899,0.188483499,0.395021155
ENSG00000179546,RNA_M12e2.vs.RNA_M12WT,0.45384757,0.005098543,0.044825643
ENSG00000215381,RNA_M12e2.vs.RNA_M12WT,0.715959355,0.164940819,0.365025648
ENSG00000261326,RNA_M12e2.vs.RNA_M12WT,-0.132011541,0.474168984,0.671993146
ENSG00000125944,RNA_M12e2.vs.RNA_M12WT,0.163282467,0.187979624,0.394329574
ENSG00000125945,RNA_M12e2.vs.RNA_M12WT,0.253776905,0.114000027,0.291023562
ENSG00000249087,RNA_M12e2.vs.RNA_M12WT,-0.012881586,0.948879662,0.975552002
ENSG00000204219,RNA_M12e2.vs.RNA_M12WT,0.102044388,0.484146458,0.680360363
ENSG00000232482,RNA_M12e2.vs.RNA_M12WT,0.169543133,0.644645583,0.798068921
ENSG00000088280,RNA_M12e2.vs.RNA_M12WT,-0.034657521,0.808678986,0.899707006
ENSG00000007968,RNA_M12e2.vs.RNA_M12WT,-0.123529996,0.321628418,0.541404161
ENSG00000235052,RNA_M12e2.vs.RNA_M12WT,-0.274804652,0.674208664,0.818527158
ENSG00000117318,RNA_M12e2.vs.RNA_M12WT,1.679216478,0.000406483,0.008860974
ENSG00000142676,RNA_M12e2.vs.RNA_M12WT,0.073515777,0.430320344,0.636008871
ENSG00000011007,RNA_M12e2.vs.RNA_M12WT,-0.098580593,0.361677582,0.577485903
ENSG00000236810,RNA_M12e2.vs.RNA_M12WT,-0.784167825,0.001999583,0.02488835
ENSG00000057757,RNA_M12e2.vs.RNA_M12WT,0.142690186,0.148006923,0.341839601
ENSG00000011009,RNA_M12e2.vs.RNA_M12WT,-0.055491565,0.837163126,0.916383803
ENSG00000117308,RNA_M12e2.vs.RNA_M12WT,-0.569413071,0.011162645,0.071982024
ENSG00000117305,RNA_M12e2.vs.RNA_M12WT,-0.163048101,0.232085887,0.446814129
ENSG00000179163,RNA_M12e2.vs.RNA_M12WT,0.158040652,0.124836982,0.307632716
ENSG00000189266,RNA_M12e2.vs.RNA_M12WT,-0.093890936,0.412773968,0.621248545
ENSG00000188529,RNA_M12e2.vs.RNA_M12WT,0.026791876,0.818418563,0.905251957
ENSG00000142661,RNA_M12e2.vs.RNA_M12WT,-0.075115204,0.636354442,0.79248402
ENSG00000142677,RNA_M12e2.vs.RNA_M12WT,0.077608421,0.718479024,0.84673266
ENSG00000185436,RNA_M12e2.vs.RNA_M12WT,0.153820037,0.267064919,0.485416534
ENSG00000158055,RNA_M12e2.vs.RNA_M12WT,1.505384284,0.000763644,0.013191493
ENSG00000001460,RNA_M12e2.vs.RNA_M12WT,-0.096294485,0.455912581,0.65765122
ENSG00000001461,RNA_M12e2.vs.RNA_M12WT,0.210705351,0.139697359,0.330339012
ENSG00000117602,RNA_M12e2.vs.RNA_M12WT,-0.09341292,0.480297038,0.676771226
ENSG00000184454,RNA_M12e2.vs.RNA_M12WT,0.146795431,0.45665949,0.657962917
ENSG00000133226,RNA_M12e2.vs.RNA_M12WT,-0.087789525,0.451613218,0.653898653
ENSG00000169504,RNA_M12e2.vs.RNA_M12WT,0.814246054,0.000167404,0.004944328
ENSG00000020633,RNA_M12e2.vs.RNA_M12WT,0.454979293,0.006423175,0.05136709
ENSG00000229162,RNA_M12e2.vs.RNA_M12WT,1.353405901,0.029435553,0.129684312
ENSG00000117614,RNA_M12e2.vs.RNA_M12WT,0.238219824,0.052963735,0.184581062
ENSG00000117616,RNA_M12e2.vs.RNA_M12WT,0.080286446,0.561120244,0.739959898
ENSG00000224183,RNA_M12e2.vs.RNA_M12WT,-0.467389576,0.404454181,0.614470872
ENSG00000183726,RNA_M12e2.vs.RNA_M12WT,0.306563847,0.006078764,0.04941763
ENSG00000188672,RNA_M12e2.vs.RNA_M12WT,0.019930949,0.964023245,0.983502003
ENSG00000238084,RNA_M12e2.vs.RNA_M12WT,-0.775029555,0.00093355,0.015054066
ENSG00000204178,RNA_M12e2.vs.RNA_M12WT,0.54198294,0.00479649,0.043076293
ENSG00000157978,RNA_M12e2.vs.RNA_M12WT,0.154624872,0.238263377,0.453814099
ENSG00000225643,RNA_M12e2.vs.RNA_M12WT,-1.157501747,0.036569805,0.147736985
ENSG00000117643,RNA_M12e2.vs.RNA_M12WT,0.242721279,0.379513588,0.593331719
ENSG00000162430,RNA_M12e2.vs.RNA_M12WT,-0.249411942,0.194289889,0.402313581
ENSG00000117640,RNA_M12e2.vs.RNA_M12WT,0.050746775,0.650129862,0.801396187
ENSG00000127423,RNA_M12e2.vs.RNA_M12WT,0.119883903,0.306112785,0.525923829
ENSG00000182749,RNA_M12e2.vs.RNA_M12WT,0.024516313,0.867942985,0.934967814
ENSG00000117632,RNA_M12e2.vs.RNA_M12WT,0.326009243,0.004722811,0.042629015
ENSG00000158006,RNA_M12e2.vs.RNA_M12WT,-0.093472543,0.382997861,0.595838494
ENSG00000175087,RNA_M12e2.vs.RNA_M12WT,-0.091628721,0.448120875,0.65114612
ENSG00000197245,RNA_M12e2.vs.RNA_M12WT,0.963663313,0.110130346,0.284802789
ENSG00000142684,RNA_M12e2.vs.RNA_M12WT,0.039503912,0.879706981,0.940501539
ENSG00000142675,RNA_M12e2.vs.RNA_M12WT,0.339826645,0.145367921,0.337930092
ENSG00000130695,RNA_M12e2.vs.RNA_M12WT,-0.105007267,0.328730729,0.547904765
ENSG00000142669,RNA_M12e2.vs.RNA_M12WT,0.174367569,0.363359231,0.578606317
ENSG00000158062,RNA_M12e2.vs.RNA_M12WT,0.588163282,0.012936357,0.078582548
ENSG00000176092,RNA_M12e2.vs.RNA_M12WT,-0.153987576,0.593381622,0.763135702
ENSG00000131914,RNA_M12e2.vs.RNA_M12WT,-0.031677149,0.917009229,0.959483656
ENSG00000117682,RNA_M12e2.vs.RNA_M12WT,-0.138703934,0.159176849,0.356487171
ENSG00000198830,RNA_M12e2.vs.RNA_M12WT,0.021088395,0.811981517,0.901600843
ENSG00000117676,RNA_M12e2.vs.RNA_M12WT,-0.027164818,0.852959255,0.925885527
ENSG00000260063,RNA_M12e2.vs.RNA_M12WT,0.197652436,0.386338836,0.599137866
ENSG00000117713,RNA_M12e2.vs.RNA_M12WT,-0.016602553,0.866123248,0.933673256
ENSG00000060642,RNA_M12e2.vs.RNA_M12WT,-0.19156149,0.141667685,0.333352703
ENSG00000204160,RNA_M12e2.vs.RNA_M12WT,0.052165561,0.679593037,0.821661239
ENSG00000175793,RNA_M12e2.vs.RNA_M12WT,-0.20664104,0.448326658,0.651256378
ENSG00000142751,RNA_M12e2.vs.RNA_M12WT,-0.194987768,0.083061837,0.240906311
ENSG00000198746,RNA_M12e2.vs.RNA_M12WT,0.62324474,0.003109614,0.033121435
ENSG00000090273,RNA_M12e2.vs.RNA_M12WT,0.003925726,0.974498915,0.98911627
ENSG00000175707,RNA_M12e2.vs.RNA_M12WT,-0.288754814,0.306208932,0.525950995
ENSG00000172746,RNA_M12e2.vs.RNA_M12WT,-0.039282754,0.847742456,0.923284328
ENSG00000253368,RNA_M12e2.vs.RNA_M12WT,-0.378393239,0.005833716,0.048345997
ENSG00000158246,RNA_M12e2.vs.RNA_M12WT,0.682302323,0.021835933,0.108742281
ENSG00000090020,RNA_M12e2.vs.RNA_M12WT,0.236709679,0.132429153,0.319577466
ENSG00000214973,RNA_M12e2.vs.RNA_M12WT,0.044978011,0.802091161,0.896111534
ENSG00000225159,RNA_M12e2.vs.RNA_M12WT,-0.16469849,0.477122906,0.67399101
ENSG00000225990,RNA_M12e2.vs.RNA_M12WT,-0.710829367,0.00311483,0.033159013
ENSG00000142784,RNA_M12e2.vs.RNA_M12WT,0.158143375,0.408033734,0.617055487
ENSG00000243659,RNA_M12e2.vs.RNA_M12WT,-0.307363175,0.139305511,0.329809491
ENSG00000186501,RNA_M12e2.vs.RNA_M12WT,0.311717472,0.167342968,0.368143283
ENSG00000241547,RNA_M12e2.vs.RNA_M12WT,0.306625422,0.048564784,0.175415891
ENSG00000142765,RNA_M12e2.vs.RNA_M12WT,0.525728169,0.065974833,0.209984071
ENSG00000142733,RNA_M12e2.vs.RNA_M12WT,0.329323275,0.190047029,0.396928295
ENSG00000174950,RNA_M12e2.vs.RNA_M12WT,-0.33398859,0.325045062,0.544356247
ENSG00000181773,RNA_M12e2.vs.RNA_M12WT,0.130436869,0.460940391,0.660836998
ENSG00000158195,RNA_M12e2.vs.RNA_M12WT,-0.0141779,0.875952988,0.93835102
ENSG00000126705,RNA_M12e2.vs.RNA_M12WT,0.354067668,0.257486545,0.474533587
ENSG00000235912,RNA_M12e2.vs.RNA_M12WT,0.219998499,0.10796902,0.281338327
ENSG00000126709,RNA_M12e2.vs.RNA_M12WT,0.456240145,0.105871088,0.27795937
ENSG00000009780,RNA_M12e2.vs.RNA_M12WT,-0.339576358,0.029057261,0.128649698
ENSG00000231344,RNA_M12e2.vs.RNA_M12WT,-0.301897588,0.435057458,0.640407969
ENSG00000117758,RNA_M12e2.vs.RNA_M12WT,-0.061027874,0.568934568,0.745708631
ENSG00000117751,RNA_M12e2.vs.RNA_M12WT,0.184677466,0.054121555,0.186589691
ENSG00000130775,RNA_M12e2.vs.RNA_M12WT,-0.147393688,0.51115201,0.701959066
ENSG00000117748,RNA_M12e2.vs.RNA_M12WT,-0.161922084,0.099877652,0.267931907
ENSG00000130768,RNA_M12e2.vs.RNA_M12WT,-0.122028281,0.355132104,0.572579508
ENSG00000158156,RNA_M12e2.vs.RNA_M12WT,-0.069560691,0.774688368,0.879745173
ENSG00000158161,RNA_M12e2.vs.RNA_M12WT,-0.193175618,0.11602553,0.294023687
ENSG00000228589,RNA_M12e2.vs.RNA_M12WT,0.394189562,0.017897852,0.096362857
ENSG00000214812,RNA_M12e2.vs.RNA_M12WT,0.018552701,0.964681612,0.984020334
ENSG00000169403,RNA_M12e2.vs.RNA_M12WT,0.506877076,0.048682317,0.175692219
ENSG00000126698,RNA_M12e2.vs.RNA_M12WT,-0.043295626,0.728213229,0.852526436
ENSG00000215902,RNA_M12e2.vs.RNA_M12WT,0.125373706,0.746883569,0.864199836
ENSG00000130770,RNA_M12e2.vs.RNA_M12WT,-0.004612179,0.96757502,0.985376033
ENSG00000270605,RNA_M12e2.vs.RNA_M12WT,-0.022826171,0.927139262,0.964273927
ENSG00000130766,RNA_M12e2.vs.RNA_M12WT,0.062480642,0.725557874,0.850837794
ENSG00000130772,RNA_M12e2.vs.RNA_M12WT,-0.082725859,0.514368901,0.704342439
ENSG00000204138,RNA_M12e2.vs.RNA_M12WT,0.240618054,0.044325055,0.166016094
ENSG00000229820,RNA_M12e2.vs.RNA_M12WT,-0.302756614,0.604709568,0.771540901
ENSG00000180198,RNA_M12e2.vs.RNA_M12WT,-0.262316352,0.020494537,0.104360445
ENSG00000242125,RNA_M12e2.vs.RNA_M12WT,-0.350464652,0.002808803,0.031027956
ENSG00000200087,RNA_M12e2.vs.RNA_M12WT,-0.176675343,0.364365333,0.579614441
ENSG00000231468,RNA_M12e2.vs.RNA_M12WT,-0.346534742,0.100888876,0.269820047
ENSG00000180098,RNA_M12e2.vs.RNA_M12WT,-0.50251376,0.00114324,0.017140903
ENSG00000197989,RNA_M12e2.vs.RNA_M12WT,0.011372386,0.920207435,0.960912022
ENSG00000221539,RNA_M12e2.vs.RNA_M12WT,0.344447289,0.158188042,0.355046792
ENSG00000120656,RNA_M12e2.vs.RNA_M12WT,-0.123067011,0.243655161,0.459670638
ENSG00000229388,RNA_M12e2.vs.RNA_M12WT,-0.245003399,0.51347804,0.703685611
ENSG00000162419,RNA_M12e2.vs.RNA_M12WT,0.258923323,0.030218993,0.131661767
ENSG00000198492,RNA_M12e2.vs.RNA_M12WT,0.123308553,0.189515804,0.396240144
ENSG00000159023,RNA_M12e2.vs.RNA_M12WT,-0.253249003,0.033213206,0.139448605
ENSG00000225616,RNA_M12e2.vs.RNA_M12WT,-0.471427992,0.280719687,0.499376449
ENSG00000253304,RNA_M12e2.vs.RNA_M12WT,0.263009102,0.045202153,0.168051388
ENSG00000116350,RNA_M12e2.vs.RNA_M12WT,0.01266178,0.887656971,0.943730137
ENSG00000116353,RNA_M12e2.vs.RNA_M12WT,-0.00142359,0.991958203,0.996779446
ENSG00000060656,RNA_M12e2.vs.RNA_M12WT,-0.233455071,0.243169383,0.459106974
ENSG00000186056,RNA_M12e2.vs.RNA_M12WT,-0.567932382,0.127747928,0.312504302
ENSG00000162512,RNA_M12e2.vs.RNA_M12WT,0.36875307,0.046030801,0.169878975
ENSG00000134644,RNA_M12e2.vs.RNA_M12WT,0.059708562,0.548877169,0.731128957
ENSG00000215900,RNA_M12e2.vs.RNA_M12WT,0.590342832,0.097316487,0.263863595
ENSG00000084628,RNA_M12e2.vs.RNA_M12WT,0.879534966,0.001483496,0.020318932
ENSG00000060688,RNA_M12e2.vs.RNA_M12WT,-0.146566443,0.098435772,0.265660515
ENSG00000229447,RNA_M12e2.vs.RNA_M12WT,0.365685609,0.425859888,0.632079956
ENSG00000121766,RNA_M12e2.vs.RNA_M12WT,-0.090877472,0.339077002,0.557586352
ENSG00000168528,RNA_M12e2.vs.RNA_M12WT,-0.469086012,0.171712852,0.37353108
ENSG00000229167,RNA_M12e2.vs.RNA_M12WT,0.289812223,0.501128811,0.694074535
ENSG00000142910,RNA_M12e2.vs.RNA_M12WT,-0.102655407,0.530465799,0.717306627
ENSG00000162517,RNA_M12e2.vs.RNA_M12WT,-0.074957043,0.684409252,0.824843966
ENSG00000084636,RNA_M12e2.vs.RNA_M12WT,1.255071214,0.005104765,0.044860268
ENSG00000121753,RNA_M12e2.vs.RNA_M12WT,0.350104318,0.246294112,0.462737962
ENSG00000134668,RNA_M12e2.vs.RNA_M12WT,0.447457068,0.093271673,0.256891828
ENSG00000184007,RNA_M12e2.vs.RNA_M12WT,-0.29898935,0.015351208,0.087776732
ENSG00000121774,RNA_M12e2.vs.RNA_M12WT,0.111770637,0.219089435,0.431657375
ENSG00000121775,RNA_M12e2.vs.RNA_M12WT,0.101231777,0.616935584,0.780097256
ENSG00000025800,RNA_M12e2.vs.RNA_M12WT,-0.212159107,0.056835194,0.192498715
ENSG00000084652,RNA_M12e2.vs.RNA_M12WT,0.173483091,0.111903065,0.287631217
ENSG00000160050,RNA_M12e2.vs.RNA_M12WT,1.087468986,0.005473256,0.046596351
ENSG00000224066,RNA_M12e2.vs.RNA_M12WT,-0.063590841,0.8772233,0.938869486
ENSG00000160051,RNA_M12e2.vs.RNA_M12WT,-0.025860674,0.857840432,0.928418154
ENSG00000160055,RNA_M12e2.vs.RNA_M12WT,0.184620501,0.39938138,0.61035245
ENSG00000084623,RNA_M12e2.vs.RNA_M12WT,-0.282968019,0.01472718,0.085380263
ENSG00000220785,RNA_M12e2.vs.RNA_M12WT,1.034983597,0.021996846,0.109128581
ENSG00000183615,RNA_M12e2.vs.RNA_M12WT,-0.256411164,0.655025798,0.804688623
ENSG00000182866,RNA_M12e2.vs.RNA_M12WT,2.794011239,0.001038747,0.016210242
ENSG00000116478,RNA_M12e2.vs.RNA_M12WT,0.080152801,0.315127941,0.534798565
ENSG00000175130,RNA_M12e2.vs.RNA_M12WT,0.586808449,0.008070973,0.058908207
ENSG00000162526,RNA_M12e2.vs.RNA_M12WT,-0.342743998,0.41710917,0.62459776
ENSG00000225828,RNA_M12e2.vs.RNA_M12WT,0.575516587,0.003676469,0.036543285
ENSG00000160058,RNA_M12e2.vs.RNA_M12WT,0.370403863,0.011542301,0.073437748
ENSG00000224333,RNA_M12e2.vs.RNA_M12WT,-0.590857006,0.012132673,0.075742036
ENSG00000273274,RNA_M12e2.vs.RNA_M12WT,0.316761704,0.148516527,0.342452819
ENSG00000160062,RNA_M12e2.vs.RNA_M12WT,0.282220316,0.127993011,0.312821493
ENSG00000176261,RNA_M12e2.vs.RNA_M12WT,-0.119913901,0.408137921,0.617060804
ENSG00000162521,RNA_M12e2.vs.RNA_M12WT,-0.183207091,0.063118661,0.204606968
ENSG00000162520,RNA_M12e2.vs.RNA_M12WT,0.024585698,0.896895752,0.948827397
ENSG00000162522,RNA_M12e2.vs.RNA_M12WT,-0.060931162,0.732383587,0.854860999
ENSG00000134684,RNA_M12e2.vs.RNA_M12WT,-0.26234976,0.00899883,0.063078521
ENSG00000116497,RNA_M12e2.vs.RNA_M12WT,-0.239058452,0.04189579,0.160231445
ENSG00000121900,RNA_M12e2.vs.RNA_M12WT,-0.056189412,0.889052072,0.944641671
ENSG00000116514,RNA_M12e2.vs.RNA_M12WT,0.228947306,0.056314617,0.191296332
ENSG00000004455,RNA_M12e2.vs.RNA_M12WT,-0.206291504,0.028001292,0.125835461
ENSG00000142920,RNA_M12e2.vs.RNA_M12WT,-0.575002577,0.023471917,0.113521774
ENSG00000116525,RNA_M12e2.vs.RNA_M12WT,-0.28979183,0.103421565,0.274076815
ENSG00000160094,RNA_M12e2.vs.RNA_M12WT,1.191928422,0.000278845,0.006756505
ENSG00000134686,RNA_M12e2.vs.RNA_M12WT,-0.250484287,0.124208583,0.30690411
ENSG00000121903,RNA_M12e2.vs.RNA_M12WT,-0.257502618,0.295692173,0.515918093
ENSG00000121904,RNA_M12e2.vs.RNA_M12WT,-1.400785221,0.018586633,0.09871824
ENSG00000163866,RNA_M12e2.vs.RNA_M12WT,-0.031910653,0.747072116,0.864352229
ENSG00000189280,RNA_M12e2.vs.RNA_M12WT,-0.524445184,0.020120212,0.103313378
ENSG00000189433,RNA_M12e2.vs.RNA_M12WT,-0.165753956,0.677483517,0.820304045
ENSG00000188910,RNA_M12e2.vs.RNA_M12WT,-0.873490084,0.000516688,0.010261678
ENSG00000241014,RNA_M12e2.vs.RNA_M12WT,0.382746244,0.10598866,0.27808219
ENSG00000163867,RNA_M12e2.vs.RNA_M12WT,0.240094006,0.061781066,0.202410586
ENSG00000197056,RNA_M12e2.vs.RNA_M12WT,0.043157487,0.747558254,0.864660012
ENSG00000228348,RNA_M12e2.vs.RNA_M12WT,-0.332966185,0.244999055,0.461098738
ENSG00000116560,RNA_M12e2.vs.RNA_M12WT,0.020025941,0.873675557,0.93754366
ENSG00000146463,RNA_M12e2.vs.RNA_M12WT,0.04794317,0.725212697,0.850677732
ENSG00000229994,RNA_M12e2.vs.RNA_M12WT,0.130124301,0.470536642,0.668824012
ENSG00000142687,RNA_M12e2.vs.RNA_M12WT,-0.161723762,0.218335333,0.430963666
ENSG00000020129,RNA_M12e2.vs.RNA_M12WT,-0.043599322,0.844898746,0.921208853
ENSG00000239636,RNA_M12e2.vs.RNA_M12WT,0.767840075,0.191848534,0.399332033
ENSG00000116819,RNA_M12e2.vs.RNA_M12WT,0.731730521,0.001271441,0.01833507
ENSG00000126067,RNA_M12e2.vs.RNA_M12WT,0.059910208,0.487304281,0.682498458
ENSG00000142686,RNA_M12e2.vs.RNA_M12WT,0.234292581,0.047133017,0.172509969
ENSG00000092853,RNA_M12e2.vs.RNA_M12WT,-0.079830673,0.655251299,0.804814631
ENSG00000232335,RNA_M12e2.vs.RNA_M12WT,-0.10827486,0.867885652,0.934960757
ENSG00000134698,RNA_M12e2.vs.RNA_M12WT,0.049927546,0.728715265,0.852541028
ENSG00000092847,RNA_M12e2.vs.RNA_M12WT,-0.137139962,0.267435128,0.485641027
ENSG00000126070,RNA_M12e2.vs.RNA_M12WT,-0.169302146,0.238731364,0.454352976
ENSG00000116863,RNA_M12e2.vs.RNA_M12WT,-0.220240353,0.243024952,0.458993551
ENSG00000054116,RNA_M12e2.vs.RNA_M12WT,-0.046194752,0.640911113,0.795568892
ENSG00000116871,RNA_M12e2.vs.RNA_M12WT,0.348601792,0.069966976,0.217217172
ENSG00000054118,RNA_M12e2.vs.RNA_M12WT,-0.033162965,0.75328503,0.867808744
ENSG00000214193,RNA_M12e2.vs.RNA_M12WT,1.136262278,0.001709823,0.022122951
ENSG00000142694,RNA_M12e2.vs.RNA_M12WT,0.627558393,0.450064489,0.652742674
ENSG00000116883,RNA_M12e2.vs.RNA_M12WT,0.523580898,0.052649398,0.184028083
ENSG00000196182,RNA_M12e2.vs.RNA_M12WT,0.209190249,0.181443525,0.386108142
ENSG00000181817,RNA_M12e2.vs.RNA_M12WT,-0.158436674,0.44202144,0.646155337
ENSG00000116885,RNA_M12e2.vs.RNA_M12WT,-0.297247114,0.189084325,0.395759296
ENSG00000116898,RNA_M12e2.vs.RNA_M12WT,-0.107099631,0.337475182,0.555856029
ENSG00000233621,RNA_M12e2.vs.RNA_M12WT,0.104080579,0.811843183,0.901532875
ENSG00000163874,RNA_M12e2.vs.RNA_M12WT,0.206369349,0.409368817,0.618303055
ENSG00000163875,RNA_M12e2.vs.RNA_M12WT,0.164336563,0.114637333,0.292107915
ENSG00000163877,RNA_M12e2.vs.RNA_M12WT,0.253622222,0.054826915,0.18826144
ENSG00000232273,RNA_M12e2.vs.RNA_M12WT,-0.379184262,0.061136433,0.201034768
ENSG00000237749,RNA_M12e2.vs.RNA_M12WT,0.385504602,0.031037361,0.133480361
ENSG00000163879,RNA_M12e2.vs.RNA_M12WT,0.256587787,0.495534896,0.689564276
ENSG00000134697,RNA_M12e2.vs.RNA_M12WT,-0.121618014,0.289498031,0.508953709
ENSG00000169218,RNA_M12e2.vs.RNA_M12WT,1.083700111,0.00012192,0.004017832
ENSG00000116922,RNA_M12e2.vs.RNA_M12WT,-0.054084996,0.623666275,0.784666537
ENSG00000134690,RNA_M12e2.vs.RNA_M12WT,-0.100959419,0.303096722,0.523498261
ENSG00000183317,RNA_M12e2.vs.RNA_M12WT,0.25751402,0.305041982,0.525410712
ENSG00000227416,RNA_M12e2.vs.RNA_M12WT,-0.82596072,0.160148388,0.357818457
ENSG00000185090,RNA_M12e2.vs.RNA_M12WT,0.23242346,0.143937841,0.33615733
ENSG00000196449,RNA_M12e2.vs.RNA_M12WT,-0.503258294,0.000599678,0.011281874
ENSG00000197982,RNA_M12e2.vs.RNA_M12WT,0.005253826,0.984463706,0.993183823
ENSG00000188786,RNA_M12e2.vs.RNA_M12WT,-0.211898039,0.107149311,0.280009146
ENSG00000204084,RNA_M12e2.vs.RNA_M12WT,-0.131377933,0.285066323,0.504367864
ENSG00000183431,RNA_M12e2.vs.RNA_M12WT,0.137881613,0.236990407,0.452354576
ENSG00000183386,RNA_M12e2.vs.RNA_M12WT,-0.234317775,0.339698844,0.558141626
ENSG00000183520,RNA_M12e2.vs.RNA_M12WT,-0.119210978,0.351709862,0.569838531
ENSG00000215895,RNA_M12e2.vs.RNA_M12WT,0.077084774,0.453816088,0.655733432
ENSG00000116954,RNA_M12e2.vs.RNA_M12WT,0.048110001,0.680765747,0.822216187
ENSG00000214114,RNA_M12e2.vs.RNA_M12WT,-0.229797127,0.043885394,0.164872422
ENSG00000174574,RNA_M12e2.vs.RNA_M12WT,0.061302306,0.582410054,0.755064434
ENSG00000168653,RNA_M12e2.vs.RNA_M12WT,-0.056973744,0.532399403,0.718965124
ENSG00000127603,RNA_M12e2.vs.RNA_M12WT,0.042778811,0.763271823,0.873592107
ENSG00000217897,RNA_M12e2.vs.RNA_M12WT,0.670140972,0.35564376,0.573070854
ENSG00000255103,RNA_M12e2.vs.RNA_M12WT,-0.232199901,0.374615845,0.588579299
ENSG00000183682,RNA_M12e2.vs.RNA_M12WT,0.002947313,0.993018276,0.996977557
ENSG00000237624,RNA_M12e2.vs.RNA_M12WT,-0.111892224,0.652705403,0.803283978
ENSG00000182109,RNA_M12e2.vs.RNA_M12WT,0.646485698,0.006604027,0.052302296
ENSG00000243970,RNA_M12e2.vs.RNA_M12WT,0.257329796,0.566387088,0.743610214
ENSG00000090621,RNA_M12e2.vs.RNA_M12WT,-0.251370554,0.024627399,0.117006954
ENSG00000201457,RNA_M12e2.vs.RNA_M12WT,-0.219346537,0.831342922,0.912739661
ENSG00000163909,RNA_M12e2.vs.RNA_M12WT,0.142898687,0.423804815,0.630691501
ENSG00000116983,RNA_M12e2.vs.RNA_M12WT,-0.270975104,0.032846073,0.138380463
ENSG00000084072,RNA_M12e2.vs.RNA_M12WT,-0.047843139,0.577849971,0.751724161
ENSG00000225333,RNA_M12e2.vs.RNA_M12WT,-0.47211382,0.366994747,0.582146974
ENSG00000116985,RNA_M12e2.vs.RNA_M12WT,0.136149276,0.26914962,0.487038623
ENSG00000198754,RNA_M12e2.vs.RNA_M12WT,0.870134219,0.094374633,0.259282722
ENSG00000261798,RNA_M12e2.vs.RNA_M12WT,-0.854673531,0.05233303,0.183417747
ENSG00000043514,RNA_M12e2.vs.RNA_M12WT,-0.303252389,0.01599998,0.089941503
ENSG00000116990,RNA_M12e2.vs.RNA_M12WT,-0.24489641,0.088139851,0.248550583
ENSG00000168389,RNA_M12e2.vs.RNA_M12WT,0.429790674,0.022811138,0.111503008
ENSG00000228477,RNA_M12e2.vs.RNA_M12WT,-0.239359408,0.102963236,0.27343171
ENSG00000131236,RNA_M12e2.vs.RNA_M12WT,-0.23139783,0.016659553,0.092357958
ENSG00000131238,RNA_M12e2.vs.RNA_M12WT,-0.077324514,0.412524089,0.621110436
ENSG00000117000,RNA_M12e2.vs.RNA_M12WT,0.083707401,0.582761868,0.755313834
ENSG00000259943,RNA_M12e2.vs.RNA_M12WT,-0.251444957,0.108029129,0.281368534
ENSG00000084073,RNA_M12e2.vs.RNA_M12WT,0.11880232,0.318799445,0.538480392
ENSG00000049089,RNA_M12e2.vs.RNA_M12WT,1.018415593,0.001595367,0.021243801
ENSG00000227311,RNA_M12e2.vs.RNA_M12WT,0.177928267,0.340138189,0.558583125
ENSG00000084070,RNA_M12e2.vs.RNA_M12WT,-0.488383031,0.000894437,0.014639697
ENSG00000187801,RNA_M12e2.vs.RNA_M12WT,-0.436717058,0.448279651,0.651256378
ENSG00000260920,RNA_M12e2.vs.RNA_M12WT,-0.44243168,0.252148723,0.469160011
ENSG00000164002,RNA_M12e2.vs.RNA_M12WT,-6.401297783,7.16E-07,0.000133944
ENSG00000117010,RNA_M12e2.vs.RNA_M12WT,0.011300179,0.938520772,0.970029619
ENSG00000117016,RNA_M12e2.vs.RNA_M12WT,-0.489067873,0.004413867,0.040959296
ENSG00000272145,RNA_M12e2.vs.RNA_M12WT,-0.022661284,0.924764026,0.963365346
ENSG00000066136,RNA_M12e2.vs.RNA_M12WT,0.276207647,0.033787554,0.140681174
ENSG00000117013,RNA_M12e2.vs.RNA_M12WT,-0.727588382,0.007466032,0.056378442
ENSG00000179862,RNA_M12e2.vs.RNA_M12WT,0.188616001,0.755834911,0.869318585
ENSG00000171793,RNA_M12e2.vs.RNA_M12WT,0.026044145,0.775876171,0.880176791
ENSG00000010803,RNA_M12e2.vs.RNA_M12WT,-0.327260695,0.008412932,0.060283984
ENSG00000204060,RNA_M12e2.vs.RNA_M12WT,-0.050996111,0.830906352,0.912640178
